id,budget,runtime,revenue,release_month,release_day,release_year,release_dayofweek,release_quarter,high_budget_adjacency,is_collection,has_homepage,original_title_letter_count,original_title_word_count,overview_word_count,num_genres,genres_popularity,num_keywords,keywords_popularity,num_prod_companies,prod_companies_popularity,num_producers,producers_popularity,num_crew,num_director,director_popularity,num_prod_countries,prod_countries_popularity,language,num_spoken_lang,num_cast,num_females,is_lead_female,cast_popularity,top5_popularity,inflation_budget,scaled_budget,budget_num_cast_ratio,budget_runtime_ratio
1469,210000,80,5000000,6,13,1953,4,2,0,1,1,29,5,59,3,289.3333333,15,4.466666667,2,85.5,1,0.055555556,18,1,0.166666667,1,1790,0,2,18,2,0,2,1.2,459480,12.25486757,11666.66667,2625
1470,6000000,115,1317657,12,17,1982,4,4,0,1,1,30,5,48,3,524.6666667,4,1.5,2,31.5,1,0.222222222,9,1,1.111111111,2,919,0,1,10,2,0,5.2,9.2,9996000,15.60727019,600000,52173.91304
1471,4000000,72,1730000,12,23,2004,3,4,2,0,0,28,5,40,3,642.6666667,9,6.555555556,1,0,0,0,1,1,1,1,34,11,1,11,0,0,1.363636364,1.4,5080000,15.20180517,363636.3636,55555.55556
1472,6000000,110,102308889,9,23,1969,1,3,0,1,1,34,6,73,4,400,3,2.666666667,3,41,3,0.235294118,17,1,0.117647059,1,1790,0,2,21,1,0,3.333333333,5.2,11400000,15.60727019,285714.2857,54545.45455
1473,20000000,112,153698625,7,16,1993,4,3,0,0,1,10,2,77,2,290,8,14.125,5,40,2,1.181818182,11,1,0.181818182,2,969,0,1,15,3,0,3.333333333,3.4,29360000,16.81124288,1333333.333,178571.4286
1474,6500000,99,255273813,10,2,2014,3,4,5,0,0,9,1,86,1,243,8,1.875,4,17.25,3,0.260869565,46,1,0.130434783,1,1790,0,1,23,7,1,1.869565217,2.6,7085000,15.68731289,282608.6957,65656.56566
1475,3705538,112,62548947,9,2,1992,2,3,0,1,0,15,3,77,4,625.25,10,10.2,6,5.833333333,1,0.5,8,1,0.5,3,103.6666667,0,1,18,2,0,4.055555556,7.6,5506429.468,15.12533929,205863.2222,33085.16071
1476,12000000,91,37170057,8,7,1992,4,3,0,1,1,12,2,48,4,585.25,0,0,2,78.5,1,0.782608696,23,1,0.695652174,1,1790,0,1,22,4,0,2.5,5.4,17832000,16.30041729,545454.5455,131868.1319
1477,12000000,106,11293663,10,12,2007,4,4,0,1,0,22,5,69,3,741,7,7.428571429,3,21,7,1.357142857,14,1,0.571428571,1,1790,0,2,15,7,0,3,5.4,14592000,16.30041729,800000,113207.5472
1478,95000000,118,226497209,2,1,2010,0,1,1,0,1,50,8,44,3,256.3333333,6,6.666666667,8,9.25,8,1.041666667,48,1,0.166666667,2,942,0,1,91,30,0,2.351648352,6.2,110390000,18.36938746,1043956.044,805084.7458
1479,20000000,107,4634062,3,16,2011,2,1,1,1,0,24,5,23,6,441.8333333,6,14.33333333,3,0,1,1,7,1,0.285714286,1,1790,0,2,14,1,0,3.5,6,22880000,16.81124288,1428571.429,186915.8879
1481,1752000,110,5000000,8,10,1950,2,3,0,1,1,16,2,17,1,1089,11,3.636363636,1,134,1,0.580645161,31,1,0.451612903,1,1790,0,1,59,10,0,1.677966102,2.2,3927984,14.37626912,29694.91525,15927.27273
1482,12000000,107,43493123,4,25,2008,4,2,0,0,0,41,7,69,2,553.5,3,69.66666667,1,69,1,1.285714286,7,2,0.571428571,1,1790,0,1,19,4,0,3.789473684,5.6,14376000,16.30041729,631578.9474,112149.5327
1483,33000000,105,62022014,8,6,2006,6,3,2,1,1,17,4,35,4,466,10,23.3,1,69,1,0.105263158,19,1,0.210526316,1,1790,0,2,19,7,0,4.631578947,7,40722000,17.31201815,1736842.105,314285.7143
1484,23000000,101,79799880,1,16,2015,4,1,0,1,1,18,3,87,1,731,5,8,0,0,0,0,4,1,0.5,0,0,0,0,23,10,0,3.086956522,4.2,24656000,16.95100482,1000000,227722.7723
1486,3000000,139,2807390,10,16,1998,4,4,2,1,1,9,1,19,2,910,13,14.76923077,2,0,2,0.571428571,7,1,0.571428571,1,1790,0,2,18,7,1,4.333333333,5.8,4134000,14.91412318,166666.6667,21582.73381
1487,25000000,87,10736401,8,14,1992,4,3,0,1,1,10,2,77,2,460,1,0,2,95,0,0.5,12,1,1.166666667,1,1790,0,1,11,3,0,3,2.4,37150000,17.03438642,2272727.273,287356.3218
1492,5500000,123,22159216,5,8,2015,4,2,2,1,1,4,1,27,2,910,0,0,3,0,0,0,7,1,0.571428571,1,68,1,1,4,1,0,4,3.2,5896000,15.52025883,1375000,44715.44715
1493,25000000,107,147780440,1,21,2011,4,1,2,1,0,19,3,40,2,567,15,14,3,0,8,1.3,80,1,0.1625,1,1790,0,1,31,12,1,3.032258065,6.8,28600000,17.03438642,806451.6129,233644.8598
1494,7000000,90,13818181,4,11,2003,4,2,2,0,0,17,4,71,3,496.3333333,5,9.8,4,0,8,0.206185567,97,1,0.06185567,3,671.3333333,0,1,17,6,0,2.647058824,3.8,9016000,15.76142085,411764.7059,77777.77778
1495,3000000,87,11947954,8,6,2012,0,3,1,1,0,12,1,21,2,567,12,12.41666667,2,0,10,0.285714286,63,1,0.095238095,1,1790,0,1,15,7,1,5,9,3378000,14.91412318,200000,34482.75862
1496,45000000,103,2154540,1,31,1997,4,1,1,1,1,17,2,82,2,623,0,0,2,9.5,1,0.666666667,3,1,1.333333333,1,1790,0,2,15,1,0,4.666666667,8.6,62820000,17.62217307,3000000,436893.2039
1497,70000000,116,202466756,3,8,2011,1,1,1,1,0,19,3,60,2,430.5,20,8.1,3,50.33333333,3,0.378947368,95,1,0.021052632,1,1790,0,1,62,12,0,2.483870968,4.4,80080000,18.06400581,1129032.258,603448.2759
1498,5000000,90,38610009,5,12,2009,1,2,1,0,0,12,3,80,3,353,12,2.916666667,3,0,5,0.485714286,35,1,0.057142857,1,1790,0,3,10,6,1,1.4,1,5900000,15.42494867,500000,55555.55556
1499,65000000,95,240159255,9,12,2012,2,3,0,0,0,26,3,128,3,368,13,15.76923077,1,0,5,2.263157895,19,1,1.263157895,4,540.5,0,1,26,11,1,3.615384615,5.6,73190000,17.98989784,2500000,684210.5263
1500,650000,98,33245,9,30,2010,3,3,0,0,0,10,2,57,5,565.4,3,14.33333333,3,0,8,0.555555556,18,1,0.111111111,1,1790,0,1,14,4,1,2.142857143,3.2,755300,13.38472918,46428.57143,6632.653061
1501,72000000,106,408247917,8,2,2002,4,3,1,1,1,5,1,20,4,538.5,12,6.5,3,17,4,0.590909091,88,1,0.204545455,1,1790,0,2,15,5,0,4.333333333,8,94032000,18.09217669,4800000,679245.283
1502,18000000,122,26828365,12,15,1989,4,4,0,1,1,5,1,23,1,82,6,8.166666667,2,20,1,0.159090909,44,1,0.113636364,1,1790,0,1,17,0,0,5.823529412,12.6,27720000,16.70588237,1058823.529,147540.9836
1503,12000000,110,81272766,2,24,2012,4,1,1,1,0,12,3,37,3,442.6666667,16,8.5,2,23.5,2,0.113636364,44,2,0.113636364,1,1790,0,2,19,1,1,1.947368421,3.8,13512000,16.30041729,631578.9474,109090.9091
1506,28000000,108,16374328,2,4,2016,3,1,3,1,0,31,5,90,4,502.75,10,18.4,6,4.333333333,7,1.538461538,13,1,0.307692308,1,1790,0,1,22,13,1,2.272727273,2.8,29512000,17.1477151,1272727.273,259259.2593
1509,30000000,140,13130349,2,21,1997,4,1,2,1,1,8,1,17,2,597,1,0,3,57,2,0.44,25,1,0.16,1,1790,0,1,30,7,0,3.733333333,10.4,41880000,17.21670797,1000000,214285.7143
1511,68000000,116,118063304,4,3,1997,3,2,0,0,1,9,2,61,5,454.8,5,3.6,3,44.66666667,7,1.555555556,18,1,0.166666667,1,1790,0,2,28,6,0,2.892857143,6.2,94928000,18.03501828,2428571.429,586206.8966
1512,30000000,81,373554033,10,30,1995,0,4,0,0,0,9,2,50,3,347.6666667,9,13.77777778,1,0,4,0.226415094,106,1,0.20754717,1,1790,0,1,13,3,0,4.923076923,6,42960000,17.21670797,2307692.308,370370.3704
1513,15000000,98,61548707,11,26,2015,3,4,4,1,0,7,1,17,3,387.6666667,17,6.941176471,2,88,6,0.532258065,62,1,0.048387097,1,1790,0,2,21,4,0,2.80952381,7.6,16080000,16.52356083,714285.7143,153061.2245
1514,10000000,101,1631839,2,4,2000,4,1,0,1,1,7,2,56,4,595,3,12.66666667,2,9.5,0,0,2,1,1,1,1790,0,1,16,4,1,5.1875,10.2,13420000,16.11809575,625000,99009.90099
1515,10000000,97,52882018,8,19,2015,2,3,1,0,0,10,2,16,1,243,3,18.33333333,7,2.428571429,4,0.394366197,71,1,0.056338028,1,1790,0,1,22,2,1,1.681818182,2.8,10720000,16.11809575,454545.4545,103092.7835
1516,65000000,157,84785914,3,2,2007,4,1,1,1,1,6,1,50,4,570,16,16.6875,3,105,6,0.720930233,43,1,0.139534884,1,1790,0,1,26,3,0,5.730769231,10.8,79040000,17.98989784,2500000,414012.7389
1517,25000000,109,163670000,9,5,2009,5,3,0,1,0,13,4,72,2,746,7,17.57142857,6,22.33333333,8,1.714285714,35,1,0.542857143,1,1790,0,1,15,5,0,7.733333333,11.8,29500000,17.03438642,1666666.667,229357.7982
1518,800000,93,14000000,3,9,1984,4,1,0,0,1,20,4,24,4,538.75,11,1.909090909,6,0,4,0.227272727,22,1,0.045454545,1,1790,0,3,18,1,0,1.5,2.4,1304000,13.59236826,44444.44444,8602.150538
1520,8000000,103,82703,11,4,2016,4,4,0,1,1,22,5,33,3,674.6666667,11,15.63636364,3,0,14,0.592592593,27,1,0.111111111,1,264,0,1,31,8,0,1.612903226,3.6,8432000,15.89495222,258064.5161,77669.90291
1522,130000000,100,243843127,5,30,2013,3,2,2,1,1,11,2,102,3,412.3333333,1,71,3,27.66666667,6,0.453488372,86,1,0.174418605,1,1790,0,1,19,5,0,2.578947368,5.6,144040000,18.68304502,6842105.263,1300000
1524,18000000,105,1831348,3,16,2006,3,1,2,1,1,11,1,45,3,323,20,12.05,4,0,3,0.333333333,9,1,0.111111111,3,139.3333333,3,2,15,0,0,3.533333333,7.4,22212000,16.70588237,1200000,171428.5714
1525,88000000,105,243637091,7,16,2015,3,3,0,1,0,6,1,18,3,530.6666667,5,8.6,2,47,16,2.15,40,1,0.25,1,1790,0,1,72,9,0,2.972222222,8,94336000,18.29284738,1222222.222,838095.2381
1526,777000,86,2437000,3,11,1971,3,1,0,1,0,8,2,58,3,506.6666667,11,16.45454545,2,91.5,3,3,12,1,1.333333333,1,1790,0,1,14,1,0,3.357142857,5.8,1448328,13.56319692,55500,9034.883721
1527,42000000,115,63781810,4,3,2002,2,2,0,1,1,11,2,65,4,570,14,20.64285714,6,31.33333333,3,2,14,1,0.142857143,1,1790,0,2,36,7,1,4.138888889,12,54852000,17.5531802,1166666.667,365217.3913
1528,2000000,85,2260622,4,7,1994,3,2,0,0,1,12,2,77,2,487,2,8.5,1,0,1,0.4,5,1,0.4,1,1790,0,1,10,3,0,3,3.6,2900000,14.50865824,200000,23529.41176
1529,12000000,106,21026290,1,8,2014,2,1,2,1,1,18,3,29,1,1089,3,22.66666667,5,0,1,0.076923077,13,1,0.153846154,1,148,3,5,16,4,0,1.25,1.4,13080000,16.30041729,750000,113207.5472
1531,10000000,96,47410000,2,9,1990,4,1,0,1,1,12,3,81,2,623,3,10.66666667,1,171,3,1,8,1,0.25,1,1790,0,1,24,3,0,2.333333333,3.4,15220000,16.11809575,416666.6667,104166.6667
1532,36000000,84,189712432,1,13,2011,3,1,2,1,0,15,3,58,2,156,9,9,2,25.5,0,0,8,1,0.125,2,1027,0,1,14,5,0,7,9.8,41184000,17.39902952,2571428.571,428571.4286
1533,15000000,107,59389433,3,2,2011,2,1,2,1,0,7,2,37,2,746,11,27.27272727,2,0,1,0.5,6,1,0.5,2,1027,0,1,31,11,1,2.580645161,5.4,17160000,16.52356083,483870.9677,140186.9159
1536,850000,107,819939,7,10,2003,3,3,2,1,1,11,2,61,3,741,4,8.5,1,0,0,0,2,1,1,1,1790,0,1,11,4,0,2.272727273,3,1094800,13.6529928,77272.72727,7943.925234
1537,14000000,106,16002420,10,16,2015,4,4,1,1,1,11,1,21,2,597,7,28.85714286,3,3.666666667,2,0.070175439,57,1,0.01754386,1,264,0,2,22,6,1,3.5,9.6,15008000,16.45456796,636363.6364,132075.4717
1539,4798235,107,209696,8,17,2011,2,3,1,1,1,13,2,29,2,438.5,16,15.25,5,3.6,0,0,31,1,0.064516129,1,264,0,2,30,7,1,1.933333333,4.2,5489180.84,15.38375891,159941.1667,44843.31776
1540,10000000,98,1759252,6,24,2011,4,2,3,1,1,13,3,29,1,1089,7,3.285714286,5,4.6,6,0.483870968,31,1,0.322580645,1,1790,0,2,12,3,0,2,1.8,11440000,16.11809575,833333.3333,102040.8163
1543,4000000,100,29456000,4,1,1997,1,2,1,0,1,22,6,27,1,731,0,0,6,7.666666667,3,0.666666667,9,1,0.222222222,1,148,3,1,35,3,0,1.542857143,2.6,5584000,15.20180517,114285.7143,40000
1546,20000000,98,51416464,1,6,2009,1,1,1,1,0,11,1,42,5,385.4,15,11.4,5,5.2,6,0.23880597,67,2,0.059701493,2,919,0,1,16,5,0,3.75,8.6,23600000,16.81124288,1250000,204081.6327
1548,90000000,87,182290266,11,25,2003,1,4,1,1,1,19,3,52,5,388,7,17.28571429,3,18.33333333,4,1.666666667,12,1,0.333333333,1,1790,0,1,25,5,0,3.24,6.8,115920000,18.31532024,3600000,1034482.759
1549,500000,157,500000,10,20,2006,4,4,0,1,1,8,1,70,1,1089,1,49,1,0,1,0.333333333,6,1,0.333333333,1,68,0,1,19,2,0,1.894736842,2.6,617000,13.12236538,26315.78947,3184.713376
1550,2500000,84,230069,3,13,2016,6,1,1,1,0,29,4,31,1,731,0,0,3,0,0,0,3,1,0.333333333,1,1790,0,1,11,2,0,2.272727273,2.6,2635000,14.73180169,227272.7273,29761.90476
1551,145000000,102,609123048,6,12,2014,3,2,1,0,0,26,6,105,6,370,11,16.54545455,2,0,3,0.724137931,29,1,0.137931034,1,1790,0,1,17,3,0,5.588235294,10.2,158050000,18.79224431,8529411.765,1421568.627
1553,30000000,138,135130999,11,24,1993,2,4,0,1,1,15,3,25,3,699.3333333,6,5.5,2,85.5,3,2,14,1,1.285714286,1,1790,0,1,29,5,0,3.206896552,6.4,44040000,17.21670797,1034482.759,217391.3043
1556,17500000,110,19179969,8,25,2006,4,3,0,1,1,8,1,59,1,731,6,11,1,0,8,1.391304348,23,1,0.260869565,1,1790,0,2,26,3,0,3.153846154,4,21595000,16.6777115,673076.9231,159090.9091
1557,7000000,91,560069,2,21,1996,2,1,0,1,1,13,2,48,3,731.6666667,12,14.41666667,2,25,10,1.388888889,18,1,0.888888889,1,1790,0,2,12,1,0,4.416666667,7.2,9898000,15.76142085,583333.3333,76923.07692
1558,75000000,129,142400065,10,24,2005,0,4,1,0,0,19,4,92,2,494,9,15.88888889,2,34,6,4.368421053,19,1,0.947368421,2,900.5,0,3,17,3,0,3.235294118,6,93900000,18.13299868,4411764.706,581395.3488
1559,27220000,105,5496951,7,18,2013,3,3,1,1,1,17,3,28,2,504.5,5,13.4,9,0,6,2.5,12,1,0.166666667,1,1790,0,1,19,7,0,5.789473684,8.6,30159760,17.11946259,1432631.579,259238.0952
1560,22000000,105,9479718,10,7,2010,3,4,0,1,0,5,1,104,1,1089,12,7.916666667,2,0,0,0,2,1,0.5,1,1790,0,1,11,5,1,5.818181818,11.2,25564000,16.90655306,2000000,209523.8095
1561,1200000,81,760883,3,25,1983,4,1,0,1,1,12,3,102,3,182,2,0,2,0,5,0.714285714,14,1,0.857142857,1,1790,0,1,14,1,0,1.071428571,1,1977600,13.99783295,85714.28571,14814.81481
1562,7000000,98,19595031,2,5,1988,4,1,0,1,1,27,5,76,2,438.5,30,5.733333333,1,157,4,0.954545455,22,1,0.545454545,1,1790,0,1,19,2,0,2.736842105,4,10906000,15.76142085,368421.0526,71428.57143
1564,6000000,108,30471,1,22,1999,4,1,1,0,0,19,3,40,3,540.3333333,9,14.22222222,3,0,6,1.6875,16,1,0.125,2,942,0,2,15,0,0,2.933333333,5.4,8160000,15.60727019,400000,55555.55556
1565,15000000,140,35485608,3,20,2013,2,1,1,1,0,26,5,29,2,732,6,15.16666667,3,0,4,0.545454545,22,1,0.136363636,1,1790,0,2,33,3,0,3.848484848,8.4,16620000,16.52356083,454545.4545,107142.8571
1566,28000000,130,133346506,12,11,2015,4,4,2,1,0,13,3,10,2,910,12,7.833333333,3,54.33333333,6,0.893333333,75,1,0.066666667,1,1790,0,1,103,20,0,2.611650485,12.2,30016000,17.1477151,271844.6602,215384.6154
1568,2000000,108,22179430,5,25,2007,4,2,1,1,1,8,1,30,1,731,3,36.66666667,1,0,5,0.294117647,17,1,0.117647059,1,1790,0,1,20,7,1,2.3,4.2,2432000,14.50865824,100000,18518.51852
1569,70000000,101,11263966,9,1,1999,2,3,0,1,1,12,2,63,3,659,0,0,2,95,1,0.714285714,14,1,0.071428571,1,1790,0,1,9,1,0,3.444444444,4.4,95200000,18.06400581,7777777.778,693069.3069
1570,15800000,110,239606210,5,19,1988,3,2,1,0,1,19,3,15,2,553.5,5,24.2,1,134,3,0.6,10,1,0.2,2,919,0,1,10,2,0,4.7,3,24616400,16.57552056,1580000,143636.3636
1571,4000000,76,93600000,6,16,1955,2,2,0,0,1,18,4,40,2,156,7,9.857142857,1,0,1,0.166666667,18,3,0.388888889,1,1790,0,1,12,3,1,1.166666667,1.4,8608000,15.20180517,333333.3333,52631.57895
1572,40000000,101,84601681,5,2,2008,4,2,1,1,1,13,3,65,2,567,8,7.625,2,52,6,1.5,24,1,0.125,2,1027,0,3,22,9,0,3.545454545,6.4,47920000,17.50439004,1818181.818,396039.604
1573,9100000,183,76000000,12,25,2008,3,4,0,1,0,7,1,51,4,629.25,2,2.5,1,0,2,0.375,8,1,0.25,1,68,1,1,12,3,0,1.5,2,10901800,16.02378508,758333.3333,49726.77596
1574,450000,84,973525,6,7,2006,2,2,3,1,1,30,4,47,2,746,6,5.333333333,2,0,0,0,2,1,0.5,2,1027,0,1,7,4,1,6.285714286,5.6,555300,13.01700508,64285.71429,5357.142857
1576,10500000,89,11582891,10,26,1990,4,4,0,1,1,15,2,85,2,666,1,0,3,44.66666667,0,0.333333333,3,1,0.333333333,2,911.5,0,1,13,2,0,2.692307692,3.6,15981000,16.16688591,807692.3077,117977.5281
1577,4000000,102,119723856,8,31,2003,6,3,1,1,1,19,3,43,1,1089,12,18.16666667,1,12,4,1.14893617,47,1,0.617021277,2,911.5,0,2,22,4,0,2.909090909,9.4,5152000,15.20180517,181818.1818,39215.68627
1578,1000000,96,16000000,5,21,1975,2,2,0,1,1,8,1,16,3,540.6666667,6,14.5,1,50,2,0.923076923,13,1,0.076923077,1,1790,0,1,14,2,0,3.785714286,6.4,1792000,13.81551156,71428.57143,10416.66667
1579,28000000,117,96188903,3,22,2010,0,1,1,0,1,8,1,33,2,493.5,14,21.78571429,2,13,9,1.238095238,42,1,0.071428571,2,1027,0,1,26,5,0,5.307692308,11.4,32536000,17.1477151,1076923.077,239316.2393
1580,80000000,136,121059225,1,7,2009,2,1,0,0,0,4,2,72,5,504.4,1,0,3,0,0,0.222222222,9,1,0.444444444,1,32,9,2,30,3,0,1.266666667,1.6,94400000,18.19753721,2666666.667,588235.2941
1581,1300000,105,10750000,12,3,1951,6,4,0,1,1,17,3,34,3,287,20,3.55,3,12.66666667,2,0.5,14,1,0.857142857,2,1027,0,3,8,1,0,2.625,2.4,2891200,14.07787559,162500,12380.95238
1582,10000000,127,25800,5,24,2003,5,2,1,0,1,49,9,76,6,448.1666667,0,0,0,0,0,0,11,1,0.181818182,2,137.5,0,5,68,8,0,1.602941176,3.2,12880000,16.11809575,147058.8235,78740.15748
1583,25000000,87,12000000,3,19,1999,4,1,1,1,1,14,4,21,3,467,4,9,5,38,2,0.923076923,13,1,0.153846154,1,1790,0,1,9,2,1,3.222222222,3.2,34000000,17.03438642,2777777.778,287356.3218
1584,9000000,114,28607524,11,14,1986,4,4,0,1,1,8,1,39,2,646.5,6,17.66666667,2,8.5,4,0.290322581,31,1,0.064516129,1,1790,0,1,16,3,0,3.375,6.8,14346000,16.01273525,562500,78947.36842
1585,17000000,95,20455276,2,6,2009,4,1,0,1,0,16,4,64,2,567,6,6.5,2,11.5,0,0.5,2,1,1.5,2,897.5,0,1,15,6,1,2.6,3.2,20060000,16.64872396,1133333.333,178947.3684
1587,44500000,120,232324128,10,11,2012,3,4,0,1,0,4,1,31,2,861.5,13,8.846153846,3,57,9,0.793103448,58,1,0.172413793,1,1790,0,2,61,7,0,3.442622951,10,50107000,17.61099977,729508.1967,370833.3333
1588,30000000,91,15556340,1,30,1991,2,1,0,0,1,29,4,57,3,350,3,18.33333333,1,0,0,0,5,1,0.2,3,137.3333333,0,1,15,2,0,4.066666667,9,45120000,17.21670797,2000000,329670.3297
1589,35000000,112,23083334,3,4,2016,4,1,1,1,0,21,3,75,2,406.5,15,17.2,3,44.66666667,5,0.261538462,65,2,0.061538462,1,1790,0,1,17,3,1,3.647058824,5.6,36890000,17.37085865,2058823.529,312500
1592,31000000,103,53208180,8,9,1990,3,3,0,1,1,13,1,69,2,487,12,2.166666667,3,12.33333333,4,5.857142857,14,1,1.142857143,1,1790,0,2,32,5,0,2.8125,4.2,47182000,17.24949779,968750,300970.8738
1593,1250000,101,11000000,11,25,1945,5,4,0,1,1,16,3,52,1,1089,12,3.583333333,1,0,1,0.782608696,23,1,0.608695652,1,1790,0,1,59,11,0,1.389830508,1.2,2915000,14.03865491,21186.44068,12376.23762
1594,45000000,109,92374674,8,11,2005,3,3,2,1,0,13,2,21,2,493.5,10,41.2,2,67,3,0.456140351,57,1,0.070175439,1,1790,0,2,21,3,0,4.285714286,8.6,56340000,17.62217307,2142857.143,412844.0367
1595,12000000,89,40855419,10,10,2008,4,4,0,0,1,10,1,28,3,375.3333333,5,10.6,3,5.333333333,2,1.090909091,11,1,0.181818182,1,1790,0,1,16,4,1,4.375,3.8,14376000,16.30041729,750000,134831.4607
1597,10000000,89,26488734,2,10,1995,4,1,0,1,1,13,2,58,1,731,1,105,1,0,2,1.033333333,30,1,0.066666667,1,1790,0,3,17,3,0,3.941176471,6.6,14320000,16.11809575,588235.2941,112359.5506
1598,16000000,89,66468332,12,7,2001,4,4,1,1,1,22,4,35,1,731,12,21.66666667,3,23.66666667,3,1.448275862,29,1,0.034482759,1,1790,0,1,96,41,1,2,5.2,21184000,16.58809934,166666.6667,179775.2809
1599,150000000,107,373062864,4,28,2009,1,2,2,0,0,24,3,27,4,467.75,8,38.125,8,20.125,3,2.625,8,1,0.25,1,1790,0,1,63,7,0,2.26984127,8.8,177000000,18.82614586,2380952.381,1401869.159
1600,2000000,90,696681,6,23,2005,3,2,3,1,1,23,3,40,1,1089,0,0,1,0,0,0,2,1,0.5,1,34,11,1,8,0,0,1.25,1.4,2504000,14.50865824,250000,22222.22222
1601,50000000,88,6808550,1,30,2004,4,1,0,1,1,14,3,20,2,553,20,9.65,3,0,5,1,12,1,0.166666667,1,1790,0,1,15,2,0,6.666666667,10.4,63500000,17.72753358,3333333.333,568181.8182
1602,70000000,92,215529201,10,1,2014,2,4,4,1,1,14,2,69,5,443,9,6.444444444,5,35.2,1,0.107142857,112,1,0.008928571,1,1790,0,1,23,2,0,2.347826087,5,76300000,18.06400581,3043478.261,760869.5652
1604,20000000,108,17280326,3,19,2009,3,1,3,0,0,9,2,63,4,677.75,5,16.2,5,0,4,0.363636364,44,1,0.159090909,1,1790,0,2,61,6,0,2,3.8,23600000,16.81124288,327868.8525,185185.1852
1605,4520000,101,7175592,3,11,1983,4,1,0,1,1,14,3,94,4,585.25,20,20.3,3,0,4,1.75,12,1,0.75,1,1790,0,2,27,8,0,2.111111111,3.6,7448960,15.32402277,167407.4074,44752.47525
1606,6000000,111,5809330,1,9,2014,3,1,1,1,1,17,3,26,1,1089,0,0,2,0,0,0,4,1,0.5,1,42,4,1,22,5,1,1.227272727,1.8,6540000,15.60727019,272727.2727,54054.05405
1607,11000000,109,161789,5,18,2015,0,2,3,1,0,17,3,68,1,1089,8,10.5,3,0,0,0,17,1,0.117647059,5,414.6,0,2,15,5,0,3,5,11792000,16.21340592,733333.3333,100917.4312
1608,40000000,111,240978,3,10,2017,4,1,2,1,1,22,3,53,3,524.6666667,4,4.5,1,0,0,0,4,1,0.75,2,895,0,1,24,3,0,2.25,5.2,41440000,17.50439004,1666666.667,360360.3604
1609,50000000,114,159773545,5,22,1992,4,2,0,0,1,6,1,67,3,368,21,11.52380952,2,61.5,4,0.574468085,47,1,0.340425532,2,1027,0,1,25,1,1,4.52,10,74300000,17.72753358,2000000,438596.4912
1611,15000000,94,9902115,3,31,2000,4,1,0,1,1,17,3,70,3,741,0,0,1,50,3,0.28125,32,1,0.09375,1,1790,0,1,20,6,1,4.15,5.6,20130000,16.52356083,750000,159574.4681
1612,73000000,98,103891409,8,7,1998,4,3,0,1,1,10,2,54,2,278.5,8,10.875,4,46.25,2,0.166666667,78,1,0.333333333,2,942,0,2,23,2,0,5.043478261,8.8,100594000,18.10597001,3173913.043,744897.9592
1613,14000000,98,154864401,9,30,1993,3,3,0,1,1,13,2,25,1,731,8,10.875,1,0,1,0.307692308,13,1,0.538461538,1,1790,0,4,15,0,0,1.8,2,20552000,16.45456796,933333.3333,142857.1429
1614,50000000,130,38955598,2,21,2003,4,1,1,1,1,22,5,18,3,699.3333333,12,17.25,5,31.4,5,0.653846154,52,1,0.153846154,3,728,0,2,125,48,0,1.664,7.4,64400000,17.72753358,400000,384615.3846
1615,19000000,93,40846082,10,29,1999,4,4,4,0,1,21,4,31,3,353,2,36,2,85.5,5,0.463157895,95,1,0.073684211,1,1790,0,1,15,3,0,4.066666667,7.2,25840000,16.75994959,1266666.667,204301.0753
1616,30000000,112,210819611,8,5,2009,2,3,0,1,0,10,2,42,1,249,20,8.55,10,4,6,0.461538462,78,1,0.179487179,4,476.25,0,6,43,4,0,1.581395349,2,35400000,17.21670797,697674.4186,267857.1429
1617,18000000,122,11500000,12,1,1984,5,4,0,1,1,9,2,27,1,1089,1,9,1,157,0,0.166666667,6,1,0.5,1,1790,0,1,15,1,0,3.733333333,7.2,29340000,16.70588237,1200000,147540.9836
1619,891000,89,229000,2,20,1998,4,1,0,1,1,22,4,134,1,20,1,105,0,0,0,0,1,1,1,1,94,0,2,1,0,0,1,0.2,1227798,13.70010083,891000,10011.23596
1620,43000000,136,80049764,12,21,2000,3,4,1,1,1,17,2,55,1,1089,23,12.08695652,4,12.5,5,2,10,1,0.4,1,1790,0,1,14,2,0,6.285714286,7.6,57706000,17.5767107,3071428.571,316176.4706
1621,55000000,134,127600435,7,7,1995,4,3,2,1,1,12,2,59,4,620,5,1.2,2,25,6,0.75,16,1,0.25,1,1790,0,2,16,2,0,3.5,7.2,78760000,17.82284376,3437500,410447.7612
1622,662141,98,1606624,4,9,1943,3,2,0,1,1,16,4,177,2,129.5,7,3.714285714,1,63,1,0.6,5,2,0.6,1,1790,0,1,15,3,1,1.4,1.4,1567949.888,13.40323531,44142.73333,6756.540816
1623,400000,97,43719,7,26,2001,3,3,1,1,1,7,1,48,0,0,0,0,0,0,0,0.75,4,1,1,0,0,0,0,7,1,0,2.714285714,3,529600,12.89922233,57142.85714,4123.71134
1625,85000000,93,252712101,6,26,1997,3,2,2,1,1,8,1,55,6,335.1666667,7,17.71428571,1,55,4,0.244897959,49,2,0.244897959,1,1790,0,3,21,6,0,5.523809524,7.8,118660000,18.25816183,4047619.048,913978.4946
